#,Name,Instruction #1,Instruction #2,Instruction #3,Less Emotion,More Emotion,Happiness Domain,From Feelings (A),North Star (A),Parent Lineage,From Feelings (Final),To Feelings (Final),Specific Lineage,Time Required,Immediate?,Context
201,Put Yourself in the Victim’s Shoes,Think of a cause you’d like to become involved in by giving time or resources.,"Being able to identify distinct, specific victims of a problem—in other words, putting a “human face” on otherwise abstract suffering—can make that problem more vivid. When researching the cause in news reports or other sources, imagine yourself in a specific victim’s shoes. ",How might this person feel? What might they need support with? Write down a plan of how you can get involved with the cause.,Sadness,Compassion,meaning,"Frustrated, Worried, Motivated, Inspired",Altruistic,psychology,frustrated,inspired,GGIA,300,Yes,Alone
203,Make Direct Contact with Victims,Think of a cause you’d like to become involved in by giving time or resources.,"Being able to identify distinct, specific victims of a problem—in other words, putting a “human face” on otherwise abstract suffering—can make that problem more vivid.","Write down a plan of how you can get involved with the cause. If possible, try to make direct contact with victims and/or the others affected. ",Sadness,Compassion,meaning,"Frustrated, Worried, Motivated, Inspired",Altruistic,psychology,curious,connected,GGIA,,No,Together
204,Widen the Scope,"Think of a person in your life who seems to be very different from you in every way that you can imagine. They might have different interests, different religious or political beliefs, or different life experiences.","Focus on how you both are individuals integrating into a larger social collective. At the broadest level, you both belong to the human species, which means that you share 99.9% of your DNA.","Next, think of all the things that you most likely share in common with this person.",Anger,Compassion,meaning,"Lonely, Bored",Open,psychology,curious,connected,Science of Happiness,180,Yes,Alone
205,List 3 Similarities,"Think of a person in your life who seems to be very different from you in every way that you can imagine. They might have different interests, different religious or political beliefs, or different life experiences.","Make a list of three things that you most likely share in common with this person. Perhaps you both work for the same company or go to the same school. Maybe you both have children, or a significant other. Probably you have both had your heart broken at one point or another, or have lost a loved one. At the broadest level, you both belong to the human species, which means that you share 99.9% of your DNA.","Quietly to yourself say out loud, “________, I wish you a life of peace and beauty”.",Anger,Compassion,creativity,"Lonely, Bored, Motivated",Open,psychology,curious,compassionate,Science of Happiness,180,Yes,Alone
207,Perform an Act of Kindness,Think of a person in your life who seems to be very different from you in every way that you can imagine.,Perform a random act of kindness for them. It doesn’t matter if the act is big or small. Examples providing a meal or with a chore.,"After, write down what you did and how it made you feel.",Anger,Compassion,relationships,"Lonely, Bored, Motivated, Curious, Stressed",Generous,psychology,curious,loving,Science of Happiness,,No,Together
208,Listen Actively,Think of a person in your life who seems to be very different from you in every way that you can imagine and engage in active listening with them.,Find a quiet place where you can talk without interruption or distraction.,"Invite him or her to share what’s on his or her mind. As he or she does so, try to follow these guidelines: paraphrase, ask questions, express empathy, use engaged body language, avoid judgement, and take turns. You don’t need to use all of the guidelines, but the more you do use, the more effective this practice is likely to be.",Anger,Compassion,relationships,"Lonely, Bored, Motivated, Curious, Stressed",Open,psychology,curious,connected,Science of Happiness,,No,Together
210,Find Perspective,"To start, list five things that make you feel like your life is enjoyable, enriching, and/or worthwhile at this moment. These things can be as general as “being in good health” or as specific as “drinking a delicious cup of coffee this morning.” The purpose of this first step is to help you shift into a positive state of mind about your life in general.","Next, think about the most recent time when something didn’t go your way, or when you felt frustrated, irritated, or upset. In a few sentences, briefly describe the situation in writing.","Then, list three things that can help you see the bright side of this situation.",Anger,Gratitude,emotions,"Frustrated, Worried, Insecure, Stressed, self_critical",Illuminated,psychology,frustrated,hopeful,GGIA/ Science of Happiness,300,Yes,Alone
212,Consider Shared Identity,"Think of someone with whom you have had a personal conflict, or who belongs to a group that has been in conflict with a group to which you belong.","Make a list of all of the things that you most likely share in common with this person. Perhaps you both work for the same company or go to the same school. Maybe you both have children, or a significant other. Probably you have both had your heart broken at one point or another, or have lost a loved one. At the broadest level, you both belong to the human species, which means that you share 99.9% of your DNA.",Review this list of commonalities. How do they make you see this person in a new light?,Anger,Compassion,relationships,"Frustrated, Curious, Motivated, Hopeful",At peace,psychology,frustrated,connected,GGIA/ Science of Happiness,300,Yes,Alone
213,Walk in Someone’s Shoes,"Ask a friend, family member, colleague, romantic partner, or other acquaintance to tell you about a good thing that happened to him or her today.","As they share, listen, put yourself in their shoes, and try to respond in an “active-constructive” manner, meaning that you: Make good eye contact (showing that you are interested in and engaged in what they have to say), express positive emotion by smiling, make enthusiastic comments—e.g., “That sounds great,” “You must be so excited,” or “Your hard work is definitely paying off.”","Ask constructive questions to find out more about the positive aspects of the event, and/or comment on the positive implications and potential benefits of the event.",Sadness,Love,relationships,"Curious, Loving, Bored, Motivated",Attuned,psychology,loving,connected,GGIA/ Science of Happiness,300,Yes,Alone
214,Listen Actively,Think of a person in your life that you’d like to connect with and engage in active listening with them.,Find a quiet place where you can talk without interruption or distraction. Invite him or her to share what’s on his or her mind.,"As he or she does so, try to follow these guidelines: paraphrase, ask questions, express empathy, use engaged body language, avoid judgement, and take turns. You don’t need to use all of the guidelines, but the more you do use, the more effective this practice is likely to be.",Anxiety,Compassion,relationships,"Curious, Loving, Bored, Motivated",Attuned,psychology,curious,connected,GGIA/ Science of Happiness,,No,Together
215,Be Kind to a Coworker,Think about a coworker in your life and perform a random act of kindness for them.,It doesn’t matter if the act is big or small. Examples providing a meal or helping with a task/chore.,"After, write down what you did and how it made you feel.",Anxiety,Love,relationships,"Lonely, Bored, Motivated, Curious, Stressed",Generous,psychology,motivated,content,GGIA/ Science of Happiness,,No,Together
216,Be Kind to a Stranger,Put yourself somewhere you might encounter a stranger. ,Perform a random act of kindness for a stranger you encounter. It doesn’t matter if the act is big or small. Examples paying for a stranger’s meal or helping someone carry groceries.,"After, write down what you did and how it made you feel.",Anxiety,Love,relationships,"Lonely, Bored, Motivated, Curious, Stressed",Generous,psychology,loving,content,GGIA/ Science of Happiness,,No,Together
217,Perform an Act of Kindness,Think about a person you are close to.,Perform a random act of kindness for them. It doesn’t matter if the act is big or small. Examples providing a meal or helping with a task/chore.,"After, write down what you did and how it made you feel.",Sadness,Compassion,relationships,"Lonely, Bored, Motivated, Curious, Stressed",Generous,psychology,loving,content,GGIA/ Science of Happiness,,No,Together
218,Give the Gift of Time,Think of a person whom you care about.,"What might you be able to do for this person that entails nothing more than the giving of your time? Certain acts of kindness entail gifts of money or goods, but in this exercise, time is of the essence, as it were.","Plan a gift of time for this person and give it, whether it means doing something with them or something for them on your own. Spend as much time as needed to do the favor well and do not take any shortcuts.",Anxiety,Compassion,relationships,"Lonely, Bored, Motivated, Curious, Stressed",Generous,psychology,loving,connected,GGIA/ Science of Happiness,,No,Together
